Points;Place;Candidate;Vote;Country;Name;Sex;Type
5;First;Jean-Luc Vasseur;Coach;Korea Republic;Colin Bell;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Laos;Vongmisay Soubouakham;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Liberia;Robert Lartey;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Libya;Belhasan Ferjani;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Liechtenstein;Philipp Riedener;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Lithuania;Rimantas ViktoraviÄius;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Madagascar;Joharinirina Rakotomalala;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Malaysia;Jacob Joseph;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Mali;Houssein Salloum Mohamed;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Mauritania;Slemha Sidi Ahmed;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Mexico;Christopher Carlos CuÃ©llar Sipe;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Mongolia;Buman-Uchral Bold;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Mozambique;Victor JosÃ© Matine;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Netherlands;Sarina Wiegman;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Nigeria;Randy Waldrum;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Northern Ireland;Kenneth Shiels;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Norway;Martin SjÃ¶gren;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Romania;Mirel Albon;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Scotland;Michelle Kerr;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Switzerland;Nils Nielsen;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Tajikistan;Ildar Rakhmanov;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Thailand;Naruephon Kaenson;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Turkmenistan;Kamil Mingazov;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Uganda;Faridah Bulega;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Ukraine;Nataliia Zinchenko;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;USA;Vlatko Andonovski;Women's;Coach
5;First;Jean-Luc Vasseur;Coach;Venezuela;Pamela Conti;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Algeria;Abdelaziz Bouyakoub;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Andorra;Joel Romero TomÃ©;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Armenia;Eduard Kalantaryan;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Aruba;Andrew Vrolijk;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Austria;Stefan GrÃ¼neis;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Azerbaijan;Rasim Movsumov;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Bahrain;Abdulla Ashoor;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Belarus;Sergey Nikolaev;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Belgium;Maryan Mahieu;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Belize;Ruben Morales Iglesias;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Benin;Felix PÃ©pÃ©ripÃ© SohoundÃ©;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Bolivia;Zdenscka Bacarreza Pinilla;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Bosnia and Herzegovina;Medina Å ehiÄ;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Botswana;Duncan Kgangkenna;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Brazil;Tatiana Furtado;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Bulgaria;Nayden Todorov;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Burkina Faso;Siriki DramÃ©;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Canada;Neil Davidson;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Cayman Islands;Ben Meade;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Central African Republic;Bienvenu Elie Gbelo;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Chad;Salahdine Mahamar Sabur;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Chile;Grace Lazcano;Women's;Coach
5;First;Jean-Luc Vasseur;Media;China PR;Ran An;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Chinese Taipei;Chihwei Hung;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Congo;Paule Maureen Ngassaye Dimi;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Congo DR;Charles Mbuya;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Costa Rica;Dinia Vargas Chaves;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Croatia;Robert Matteoni;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Cuba;Yasiel Cancio Vilar;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Curaçao;Carl Ruiter;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Cyprus;Savvas Neocleous;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Czech Republic;Jan Palicka;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Denmark;Andreas Kraul;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Ecuador;Joselo SÃ¡nchez;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Egypt;Waleed Elhadidy;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Estonia;Aet SÃ¼vari;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Ethiopia;Yishak Belay Berehe;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Fiji;Indra Singh;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Finland;Ville Jordan VÃ¤Ã¤nÃ¤nen;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Gambia;Abdoulie Bah;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Germany;Gunnar Meggers;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Ghana;Aristo Dotse;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Grenada;Michael Bascombe;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Guatemala;Byron Mendoza;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Guinea;Alpha Mady TourÃ©;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Guyana;Rawle Toney;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Honduras;Luis Fuentes;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Hungary;Tibor Pietsch;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Iceland;Vidir Sigurdsson;Women's;Coach
5;First;Jean-Luc Vasseur;Media;India;Marcus Mergulhao;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Italy;Martina Angelini;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Jamaica;Sherdon Cowan;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Japan;Yoshinori Ebashi;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Kazakhstan;Geniy Tulegenov;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Kenya;Robin Toskin;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Kosovo;Arben Berisha;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Kuwait;Abdulaziz Jassem;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Kyrgyz Republic;Bakyt Shukuraliev;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Latvia;Ilvars KoscinkeviÄs;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Lebanon;Mike Chalhoub;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Lesotho;Tlalane Luciah Phahla;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Lithuania;Mindaugas Augustis;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Madagascar;Haja Lucas Rakotondrazaka;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Malawi;Peter Kanjere;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Mauritius;Azmaal Hydoo;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Mongolia;Enkhtuvshin Tserensodom;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Montenegro;Davor KaÅ¾iÄ;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Morocco;Jalal Bouzrara;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Mozambique;Nhacila Narciso;Women's;Coach
5;First;Jean-Luc Vasseur;Media;New Caledonia;Martin Charmasson;Women's;Coach
5;First;Jean-Luc Vasseur;Media;New Zealand;Jeremy Ruane;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Nicaragua;Francisco Xavier Araquistain Cisneros;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Nigeria;Christian Okpara;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Northern Ireland;Nicola Mccarthy;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Norway;Christina Paulos Syversen;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Palestine;Majdi Amin Ali Qasem Majdi;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Panama;David Samudio Garay;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Poland;Hanna Urbaniak;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Puerto Rico;Esteban Pagan Rivera;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Qatar;Joanna Gasiorowska;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Republic of Ireland;Mark Mccadden;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Romania;Theodor Jumatate;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Rwanda;Uwimana Clarisse;Women's;Coach
5;First;Jean-Luc Vasseur;Media;San Marino;Elia Gorini;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Scotland;Alan Campbell;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Seychelles;Jefferson Quilindo;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Sierra Leone;Mohamed Fajah Barrie;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Singapore;David Lee;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Slovakia;LukÃ¡Å¡ Kendra;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Slovenia;Marjetka Hocevar;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Somalia;Gamadiid Guurre;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Spain;Amalia Fra PÃ©rez;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Sweden;Lisa Edwinsson;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Tahiti;Olivier Huc;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Trinidad and Tobago;Ian Prescott;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Turks and Caicos Islands;Faizool Deo;Women's;Coach
5;First;Jean-Luc Vasseur;Media;United Arab Emirates;Omran Mohamed;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Uzbekistan;Davron Fayziev;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Venezuela;Milena GimÃ³n;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Yemen;Basheer Senan;Women's;Coach
5;First;Jean-Luc Vasseur;Media;Zambia;Elias Chipepo;Women's;Coach
5;First;Lluís Cortés;Captain;Albania;Albina Rrahmani;Women's;Coach
5;First;Lluís Cortés;Captain;Austria;Viktoria Schnaderbeck;Women's;Coach
5;First;Lluís Cortés;Captain;Cameroon;Gabrielle Aboudi Onguene;Women's;Coach
5;First;Lluís Cortés;Captain;Chile;Claudia Christiane Endler Mutinelli;Women's;Coach
5;First;Lluís Cortés;Captain;Comoros;Halifa Hassanati;Women's;Coach
5;First;Lluís Cortés;Captain;Cuba;MarÃ­a PÃ©rez;Women's;Coach
5;First;Lluís Cortés;Captain;Cyprus;Christiana Solomou;Women's;Coach
5;First;Lluís Cortés;Captain;Dominican Republic;Lynette UreÃ±a;Women's;Coach
5;First;Lluís Cortés;Captain;Equatorial Guinea;Ghyslaine SalomÃ© Nke Noah;Women's;Coach
5;First;Lluís Cortés;Captain;Guam;Anjelica Perez;Women's;Coach
5;First;Lluís Cortés;Captain;Guyana;Brittany Persaud;Women's;Coach
5;First;Lluís Cortés;Captain;Hong Kong;Wing Sze Chan;Women's;Coach
5;First;Lluís Cortés;Captain;India;Ashalata Devi Loitongbam;Women's;Coach
5;First;Lluís Cortés;Captain;Macau;On Na Chan;Women's;Coach
5;First;Lluís Cortés;Captain;Malawi;Tabitha Chawinga;Women's;Coach
5;First;Lluís Cortés;Captain;Mali;Fatoumata Doumbia;Women's;Coach
5;First;Lluís Cortés;Captain;Moldova;Natalia Munteanu;Women's;Coach
5;First;Lluís Cortés;Captain;Nigeria;Asisat Lamina Oshoala;Women's;Coach
5;First;Lluís Cortés;Captain;Pakistan;Hajra Khan;Women's;Coach
5;First;Lluís Cortés;Captain;Russia;Anna Kozhnikova;Women's;Coach
5;First;Lluís Cortés;Captain;Serbia;Violeta SloviÄ;Women's;Coach
5;First;Lluís Cortés;Captain;Spain;Irene Paredes;Women's;Coach
5;First;Lluís Cortés;Captain;Tajikistan;Madina Fozilova;Women's;Coach
5;First;Lluís Cortés;Captain;Timor-Leste;Nilda Romana Carvalho Dos Reis;Women's;Coach
5;First;Lluís Cortés;Captain;Trinidad and Tobago;Karyn Forbes;Women's;Coach
5;First;Lluís Cortés;Captain;Tunisia;Gomri Dhekra;Women's;Coach
5;First;Lluís Cortés;Captain;Zambia;Barbra Banda;Women's;Coach
5;First;Lluís Cortés;Coach;American Samoa;Ati Samuelu;Women's;Coach
5;First;Lluís Cortés;Coach;Andorra;Jose MartÃ­n;Women's;Coach
5;First;Lluís Cortés;Coach;Argentina;JosÃ© Carlos Borrello;Women's;Coach
5;First;Lluís Cortés;Coach;Belgium;Ives Serneels;Women's;Coach
5;First;Lluís Cortés;Coach;Burundi;Daniella Niyibimenya;Women's;Coach
5;First;Lluís Cortés;Coach;Cameroon;Alain Defrasne Djeumfa;Women's;Coach
5;First;Lluís Cortés;Coach;Congo DR;Marcello Kadiamba Kaniona;Women's;Coach
5;First;Lluís Cortés;Coach;Cyprus;Angelos Tsolakis;Women's;Coach
5;First;Lluís Cortés;Coach;Egypt;Ahmed Ramadan;Women's;Coach
5;First;Lluís Cortés;Coach;Eswatini;Dumsani Makhanya;Women's;Coach
5;First;Lluís Cortés;Coach;Gabon;Claude Warner Kelo;Women's;Coach
5;First;Lluís Cortés;Coach;Ghana;Mercy Tagoe-Quarcoo;Women's;Coach
5;First;Lluís Cortés;Coach;Guinea;Cecile Benjanie Kourouma;Women's;Coach
5;First;Lluís Cortés;Coach;Macau;Siu Wing Leung;Women's;Coach
5;First;Lluís Cortés;Coach;Moldova;Eduard Blanuta;Women's;Coach
5;First;Lluís Cortés;Coach;Niger;Ali Mamadou Badje;Women's;Coach
5;First;Lluís Cortés;Coach;Pakistan;Daniel Limones GarcÃ­a;Women's;Coach
5;First;Lluís Cortés;Coach;Palestine;Amer Khair;Women's;Coach
5;First;Lluís Cortés;Coach;Peru;Dorival Bueno Pacheco;Women's;Coach
5;First;Lluís Cortés;Coach;Rwanda;Habimana Sosthene;Women's;Coach
5;First;Lluís Cortés;Coach;São Tomé and Príncipe;Aureliano Mendes Semedo;Women's;Coach
5;First;Lluís Cortés;Coach;Singapore;Ratna Suffian Ishak;Women's;Coach
5;First;Lluís Cortés;Coach;Spain;Jorge Vilda;Women's;Coach
5;First;Lluís Cortés;Coach;Tunisia;Landolsi Samir;Women's;Coach
5;First;Lluís Cortés;Media;Afghanistan;Sayer Zaland;Women's;Coach
5;First;Lluís Cortés;Media;Barbados;Morissa Lindsay;Women's;Coach
5;First;Lluís Cortés;Media;British Virgin Islands;Dean Greenaway;Women's;Coach
5;First;Lluís Cortés;Media;Dominica;Alyan Christopher;Women's;Coach
5;First;Lluís Cortés;Media;Georgia;Zurab Potskhveria;Women's;Coach
5;First;Lluís Cortés;Media;Liberia;Naneka Hoffman;Women's;Coach
5;First;Lluís Cortés;Media;Liechtenstein;Ernst Hasler;Women's;Coach
5;First;Lluís Cortés;Media;Maldives;Shimaaz Ali;Women's;Coach
5;First;Lluís Cortés;Media;Mali;Clarisse Lobo Njikam;Women's;Coach
5;First;Lluís Cortés;Media;Montserrat;Basil Chambers;Women's;Coach
5;First;Lluís Cortés;Media;North Macedonia;Mijalche Durgutov;Women's;Coach
5;First;Lluís Cortés;Media;Pakistan;Alam Zeb Safi;Women's;Coach
5;First;Lluís Cortés;Media;South Africa;Amy Samuels;Women's;Coach
5;First;Lluís Cortés;Media;Uruguay;Federico Barreiro;Women's;Coach
5;First;Rita Guarino;Captain;Anguilla;Coleen Johnson;Women's;Coach
5;First;Rita Guarino;Captain;Belarus;Anastasija-Grazyna Shcherbachenia;Women's;Coach
5;First;Rita Guarino;Captain;Bulgaria;Evdokia Popadinova;Women's;Coach
5;First;Rita Guarino;Captain;Congo;Linda Veinard Mbizi Nzouzi;Women's;Coach
5;First;Rita Guarino;Captain;Faroe Islands;Ãsla Johannesen;Women's;Coach
5;First;Rita Guarino;Captain;Fiji;Jotivini Tabua;Women's;Coach
5;First;Rita Guarino;Captain;Gambia;Penda Bah;Women's;Coach
5;First;Rita Guarino;Captain;Guinea;Mamaissata Ali Camara;Women's;Coach
5;First;Rita Guarino;Captain;Honduras;Giselle Alejandra GuzmÃ¡n Ramos;Women's;Coach
5;First;Rita Guarino;Captain;Kenya;Dorcus Shikobe Nixon;Women's;Coach
5;First;Rita Guarino;Captain;Kyrgyz Republic;Baktygul Toktobolotova;Women's;Coach
5;First;Rita Guarino;Captain;Montenegro;Sladjana Bulatovic;Women's;Coach
5;First;Rita Guarino;Captain;Singapore;Siti Rosnani Azman;Women's;Coach
5;First;Rita Guarino;Captain;Slovakia;Dominika Skorvankova;Women's;Coach
5;First;Rita Guarino;Captain;Uganda;Ruth Aturo;Women's;Coach
5;First;Rita Guarino;Coach;Afghanistan;Wahidullah Wahidi;Women's;Coach
5;First;Rita Guarino;Coach;Albania;Armir Grimaj;Women's;Coach
5;First;Rita Guarino;Coach;Barbados;Tazieo Riley;Women's;Coach
5;First;Rita Guarino;Coach;Belize;Wayne Casimiro;Women's;Coach
5;First;Rita Guarino;Coach;British Virgin Islands;Wayne Phillip;Women's;Coach
5;First;Rita Guarino;Coach;Burkina Faso;Adama DembÃ©lÃ©;Women's;Coach
5;First;Rita Guarino;Coach;China PR;Xiuquan Jia;Women's;Coach
5;First;Rita Guarino;Coach;Colombia;Nelson Abadia AragÃ³n;Women's;Coach
5;First;Rita Guarino;Coach;Congo;Berjona Aymiphe Joraine Mbemba;Women's;Coach
5;First;Rita Guarino;Coach;Grenada;Alana Francois;Women's;Coach
5;First;Rita Guarino;Coach;Honduras;MarÃ­a Del Rosario Tejeda Andara;Women's;Coach
5;First;Rita Guarino;Coach;Kazakhstan;Ivan Azovskiy;Women's;Coach
5;First;Rita Guarino;Coach;Kyrgyz Republic;Valerii Berezovskii;Women's;Coach
5;First;Rita Guarino;Coach;Lesotho;Lehloenya Nkhasi;Women's;Coach
5;First;Rita Guarino;Coach;Montenegro;Mirko MariÄ;Women's;Coach
5;First;Rita Guarino;Coach;St Vincent and the Grenadines;Cornelius Bernard Huggins;Women's;Coach
5;First;Rita Guarino;Media;Burundi;Liliane Nshimirimana;Women's;Coach
5;First;Rita Guarino;Media;Cambodia;Chamroeun Ung;Women's;Coach
5;First;Rita Guarino;Media;Oman;Ashok Purohit;Women's;Coach
5;First;Rita Guarino;Media;Paraguay;Amilcar Noguera;Women's;Coach
5;First;Rita Guarino;Media;Solomon Islands;Crofton Utukana;Women's;Coach
5;First;Rita Guarino;Media;Tunisia;Mehdi Jebalia;Women's;Coach
5;First;Rita Guarino;Media;US Virgin Islands;Bill Kiser;Women's;Coach
5;First;Sarina Wiegman;Captain;Andorra;Marina FernÃ¡ndez Muelas;Women's;Coach
5;First;Sarina Wiegman;Captain;Aruba;Dyane Wiersma;Women's;Coach
5;First;Sarina Wiegman;Captain;Barbados;Shanice Kimberly Stevenson;Women's;Coach
5;First;Sarina Wiegman;Captain;Belgium;Janice Cayman;Women's;Coach
5;First;Sarina Wiegman;Captain;Belize;Anijay Nerise Quiroz;Women's;Coach
5;First;Sarina Wiegman;Captain;Benin;Nado Hurielle Atanhloueto;Women's;Coach
5;First;Sarina Wiegman;Captain;Bhutan;Pema Choden Tshering;Women's;Coach
5;First;Sarina Wiegman;Captain;Bosnia and Herzegovina;Milena NikoliÄ;Women's;Coach
5;First;Sarina Wiegman;Captain;British Virgin Islands;Ariel Mohamed;Women's;Coach
5;First;Sarina Wiegman;Captain;Cabo Verde;Lucia Moniz;Women's;Coach
5;First;Sarina Wiegman;Captain;Canada;Christine Sinclair;Women's;Coach
5;First;Sarina Wiegman;Captain;China PR;Haiyan Wu;Women's;Coach
5;First;Sarina Wiegman;Captain;Chinese Taipei;Chi Ting;Women's;Coach
5;First;Sarina Wiegman;Captain;IR Iran;Zahra Ghanbari;Women's;Coach
5;First;Sarina Wiegman;Captain;Korea DPR;Kim Nam Hui;Women's;Coach
5;First;Sarina Wiegman;Captain;Kosovo;Edona Kryeziu;Women's;Coach
5;First;Sarina Wiegman;Captain;Lebanon;Tatiana Khalil;Women's;Coach
5;First;Sarina Wiegman;Captain;Lithuania;Milda LiuÅ¾inaitÄ;Women's;Coach
5;First;Sarina Wiegman;Captain;Malaysia;Shereilynn Elly Pius Lyon;Women's;Coach
5;First;Sarina Wiegman;Captain;Mexico;Sandra Stephany Mayor GutiÃ©rrez;Women's;Coach
5;First;Sarina Wiegman;Captain;Mozambique;Deolinda Gove;Women's;Coach
5;First;Sarina Wiegman;Captain;Myanmar;Khin Malar Tun;Women's;Coach
5;First;Sarina Wiegman;Captain;Netherlands;Sari van Veenendaal;Women's;Coach
5;First;Sarina Wiegman;Captain;Nicaragua;Sheyla Guadalupe Flores Rivas;Women's;Coach
5;First;Sarina Wiegman;Captain;Papua New Guinea;Deslyn Siniu;Women's;Coach
5;First;Sarina Wiegman;Captain;Peru;Miryam Tristan Mansilla;Women's;Coach
5;First;Sarina Wiegman;Captain;Puerto Rico;Laura SuÃ¡rez Ayala;Women's;Coach
5;First;Sarina Wiegman;Captain;Scotland;Rachel Corsie;Women's;Coach
5;First;Sarina Wiegman;Captain;South Africa;Janine Van Wyk;Women's;Coach
5;First;Sarina Wiegman;Captain;Sri Lanka;Rushani Gunawardhana;Women's;Coach
5;First;Sarina Wiegman;Captain;St Kitts and Nevis;JenÃ© Baclawski;Women's;Coach
5;First;Sarina Wiegman;Captain;Sweden;Caroline Seger;Women's;Coach
5;First;Sarina Wiegman;Captain;Switzerland;Lia JoÃ«lle WÃ¤lti;Women's;Coach
5;First;Sarina Wiegman;Captain;Tanzania;Amina Ally Bilali;Women's;Coach
5;First;Sarina Wiegman;Captain;Tonga;Penateti Feke;Women's;Coach
5;First;Sarina Wiegman;Captain;Turkey;Didem KaragenÃ§;Women's;Coach
5;First;Sarina Wiegman;Captain;Turks and Caicos Islands;Patrice Amoy Senior;Women's;Coach
5;First;Sarina Wiegman;Captain;Uruguay;Pamela GonzÃ¡lez Medina;Women's;Coach
5;First;Sarina Wiegman;Captain;US Virgin Islands;Elyse Iller Miss Elyse Iller;Women's;Coach
5;First;Sarina Wiegman;Coach;Algeria;Madjid Taleb;Women's;Coach
5;First;Sarina Wiegman;Coach;Anguilla;Keturah Caines;Women's;Coach
5;First;Sarina Wiegman;Coach;Antigua and Barbuda;Lisa Cole;Women's;Coach
5;First;Sarina Wiegman;Coach;Aruba;Reinhard Richard Breinburg Breinburg;Women's;Coach
5;First;Sarina Wiegman;Coach;Australia;Melissa Jane Andreatta;Women's;Coach
5;First;Sarina Wiegman;Coach;Austria;Irene Fuhrmann;Women's;Coach
5;First;Sarina Wiegman;Coach;Belarus;Yury Maleyeu;Women's;Coach
5;First;Sarina Wiegman;Coach;Bosnia and Herzegovina;Samira Hurem;Women's;Coach
5;First;Sarina Wiegman;Coach;Bulgaria;Silviya Radoyska;Women's;Coach
5;First;Sarina Wiegman;Coach;Cabo Verde;Silveria Nedio;Women's;Coach
5;First;Sarina Wiegman;Coach;Cambodia;Savong Oum;Women's;Coach
5;First;Sarina Wiegman;Coach;Costa Rica;Amelia Villalobos;Women's;Coach
5;First;Sarina Wiegman;Coach;Croatia;Mate Prskalo;Women's;Coach
5;First;Sarina Wiegman;Coach;Ecuador;Emily Lima;Women's;Coach
5;First;Sarina Wiegman;Coach;Estonia;Jarmo Matikainen;Women's;Coach
5;First;Sarina Wiegman;Coach;Faroe Islands;John Petersen;Women's;Coach
5;First;Sarina Wiegman;Coach;Hungary;Edina MarkÃ³ Edina;Women's;Coach
5;First;Sarina Wiegman;Coach;India;Maymol Rocky;Women's;Coach
5;First;Sarina Wiegman;Coach;IR Iran;Maryam Azmounzaviehkivi;Women's;Coach
5;First;Sarina Wiegman;Coach;Korea DPR;Kim Kwang Min;Women's;Coach
5;First;Sarina Wiegman;Coach;Kosovo;Aferdita Fazlija;Women's;Coach
5;First;Sarina Wiegman;Coach;Luxembourg;Daniel Santos;Women's;Coach
5;First;Sarina Wiegman;Coach;Morocco;Kelly Lindsey;Women's;Coach
5;First;Sarina Wiegman;Coach;Myanmar;Tin Myint Aung;Women's;Coach
5;First;Sarina Wiegman;Coach;Namibia;Robert Nauseb;Women's;Coach
5;First;Sarina Wiegman;Coach;New Zealand;Tom Sermanni;Women's;Coach
5;First;Sarina Wiegman;Coach;Nicaragua;Elna De Los Angeles Dixon Rocha;Women's;Coach
5;First;Sarina Wiegman;Coach;Philippines;Marnelli Dimzon;Women's;Coach
5;First;Sarina Wiegman;Coach;Poland;MiÅosz StÄpiÅski;Women's;Coach
5;First;Sarina Wiegman;Coach;Russia;Elena Fomina;Women's;Coach
5;First;Sarina Wiegman;Coach;Samoa;Nicola Demaine;Women's;Coach
5;First;Sarina Wiegman;Coach;Slovakia;Peter Kopun;Women's;Coach
5;First;Sarina Wiegman;Coach;Slovenia;Borut Jarc;Women's;Coach
5;First;Sarina Wiegman;Coach;South Africa;Desiree Ellis;Women's;Coach
5;First;Sarina Wiegman;Coach;Sri Lanka;Dudley Lincoln Steinwall;Women's;Coach
5;First;Sarina Wiegman;Coach;St Kitts and Nevis;Phoenetia Browne;Women's;Coach
5;First;Sarina Wiegman;Coach;Suriname;Hesron Jeroe;Women's;Coach
5;First;Sarina Wiegman;Coach;Tahiti;StÃ©phanie Spielmann;Women's;Coach
5;First;Sarina Wiegman;Coach;Tanzania;Bakari Shime;Women's;Coach
5;First;Sarina Wiegman;Coach;Timor-Leste;Minyoung Lee;Women's;Coach
